novelty,total_time,iteration,reward,n_koeff
nan,5.308233022689819,1,46.82968629866282,0.0
0.20650982518615776,5.489980459213257,2,48.41089212071152,0.0
0.21688324114296167,5.683870792388916,3,46.234423849934444,0.0
0.25732686762924456,5.873578071594238,4,50.6788703790019,0.0
0.21841897221717513,6.086097002029419,5,62.353990569325674,0.0
0.35052450894156656,6.284646272659302,6,62.917367243532965,0.0
0.3084679974614585,6.507321834564209,7,68.99260582758765,0.0
0.36475893135162823,6.823671579360962,8,73.77001200451323,0.0
0.3643278985615443,7.155648231506348,9,76.71753674302188,0.0
0.3144075019027177,7.487691402435303,10,82.61643212539241,0.0
0.30256753737177466,7.772792100906372,11,81.38996609441091,0.0
0.2602377634634637,8.12700080871582,12,87.08768077856655,0.0
0.26303960101270274,8.49031376838684,13,88.59858087336596,0.0
0.2684048774973488,8.891438961029053,14,97.19081227928665,0.0
0.29613754070540016,9.245555400848389,15,97.61160911912674,0.0
0.26170055945549014,9.662189245223999,16,98.10049723997128,0.0
0.29083389449150526,10.063289165496826,17,97.86163746766115,0.0
0.257360040413572,10.580151557922363,18,108.90999957446599,0.0
0.24135379791100678,10.981189489364624,19,108.74228662131868,0.0
0.2177507197023815,11.53193187713623,20,108.38635994512325,0.0
0.21460547162053764,11.979897260665894,21,110.21464273306216,0.05
0.2425859743843005,12.518925189971924,22,111.4150118993612,0.05
0.21236493263854617,13.10992431640625,23,109.9355021530705,0.05
0.21559230437703816,14.107823133468628,24,112.84647334295487,0.05
0.21335773095429442,15.015629768371582,25,115.93149525904666,0.05
0.19166284841985845,15.817125082015991,26,113.88098427003115,0.0
0.17458354580928562,16.53557586669922,27,113.29959445050288,0.0
0.1700864649598578,17.335566520690918,28,111.78835619881097,0.0
0.1694168113283657,18.306883096694946,29,113.51537956175339,0.0
0.16951307203001095,19.281054496765137,30,115.74667858834059,0.0
0.16963249738798572,20.278613328933716,31,116.4498820362311,0.0
0.16924348257391686,21.130966186523438,32,133.1139129993077,0.0
0.17083908802555667,21.932188272476196,33,134.22772678215463,0.0
0.19603205690004386,22.63954782485962,34,135.71306523186158,0.0
0.17082547082933397,23.373785734176636,35,137.92711451476495,0.0
0.18480948516930273,24.23302388191223,36,139.73133694264038,0.0
0.17073700167079756,25.036811113357544,37,147.1156936289758,0.0
0.1731875412067425,26.20875072479248,38,154.11783300387654,0.0
0.17020025233792327,27.04620862007141,39,158.19874592956373,0.0
0.184914462387446,27.931013822555542,40,157.49984576502848,0.0
0.15113293123858884,28.921454906463623,41,156.43957529061385,0.0
0.15208811265439484,29.96625280380249,42,163.10202838492552,0.0
0.17358883355557975,31.423518180847168,43,166.33160222616425,0.0
0.17201817917403237,32.80587029457092,44,166.21134137248953,0.0
0.140163745510361,34.28198981285095,45,171.83861206101668,0.0
0.13799306135745457,35.91759777069092,46,190.5139131743732,0.0
0.13938207556859544,37.319769859313965,47,193.2077362175962,0.0
0.1398844539653729,38.798778772354126,48,193.40837755657546,0.0
0.14905528260388465,40.26290440559387,49,200.12153316395487,0.0
0.12549058417695833,41.91617488861084,50,212.6442518212927,0.0
0.13969752257934248,43.49859547615051,51,231.49244232806777,0.0
0.11435477739832837,45.25941801071167,52,250.66806663584183,0.0
0.11512071124589222,47.58278751373291,53,269.7539736320139,0.0
0.10376531075065205,50.24798512458801,54,288.7722180088038,0.0
0.09380951249244947,52.66306686401367,55,306.8255655042757,0.0
0.10673013484944417,54.61685085296631,56,325.6547873469975,0.0
0.11454177485934114,56.87916016578674,57,343.5933802934297,0.0
0.10654750917473761,59.164578437805176,58,361.08755201229593,0.0
0.08633732140379809,61.44551229476929,59,379.50190677259934,0.0
0.0858961561468452,64.7061767578125,60,396.59365164038684,0.0
0.08384299323239114,67.31918430328369,61,415.5470566072491,0.0
0.08405482472389088,69.459876537323,62,432.49144945337656,0.0
0.08271883374133775,72.04091429710388,63,450.4142223905226,0.0
0.08373847372509113,74.94598889350891,64,466.36780979262954,0.0
0.08424425770543538,78.19406247138977,65,483.95079977358887,0.0
0.10781712420206141,82.01402544975281,66,501.9979930787324,0.0
0.08393165856090747,84.7953667640686,67,520.2646662048223,0.0
0.0784717754277931,87.46618747711182,68,534.1110194302931,0.0
0.1023649710045751,89.87589883804321,69,552.1920405426818,0.0
0.06688415594740482,91.96992993354797,70,570.0910603538898,0.0
0.07285649337746143,95.01447224617004,71,587.2957232001573,0.0
0.07686136180565133,98.59709358215332,72,604.2580602321856,0.0
0.07647346292157536,101.6232168674469,73,622.4011626666614,0.0
0.09418952671129523,104.25438499450684,74,639.1022076828921,0.0
0.07198288297234952,106.91242003440857,75,655.2860232102995,0.0
0.07146753221451702,110.11199688911438,76,674.3496369719167,0.0
0.09704274798611869,113.6798005104065,77,692.0707240981138,0.0
0.0729771601319776,117.15465259552002,78,710.5701835801734,0.0
0.07054548303851674,119.98189997673035,79,727.8567202185212,0.0
0.07275360537170351,122.8235650062561,80,744.5536190246271,0.0
0.09441143204935291,125.97154903411865,81,761.5525457756111,0.0
0.07132521597476577,129.69999527931213,82,768.522030226924,0.0
0.07137651658220041,133.18793845176697,83,785.2432185206391,0.0
0.07329532891821566,136.4126832485199,84,801.5776337499822,0.0
0.11730370235714038,139.39080166816711,85,817.1886845723924,0.0
0.11044771812605704,143.47354364395142,86,833.1632375926969,0.0
0.06998467512119427,148.0057716369629,87,844.7745130355414,0.0
0.06783255477741255,151.6614933013916,88,856.6671611188582,0.0
0.07145205331842658,155.12310314178467,89,870.4911378202692,0.0
0.10085106095850709,158.84924578666687,90,888.0058678801693,0.0
0.10811405013645038,162.9951720237732,91,905.5896492912776,0.0
0.11581900597065277,165.94356060028076,92,916.9122632562288,0.0
0.09449539074662128,168.89053463935852,93,931.1451373151505,0.0
0.08693474209810238,171.95643138885498,94,948.1682383589937,0.0
0.09641368804476269,175.77537965774536,95,960.0482288676864,0.0
0.06776181735226934,180.1411793231964,96,959.5036362215765,0.0
0.06819454021788754,183.25580549240112,97,972.9227409340878,0.0
0.07125924396402382,186.27146339416504,98,988.8269615059601,0.0
0.07272504426350695,189.56676721572876,99,998.4826015612281,0.0
0.06523755029186794,194.22535395622253,100,1001.8421733848476,0.0
0.07009247233353938,198.0886619091034,101,1001.9441735667947,0.0
0.06735062020378611,201.97558522224426,102,1001.530210331499,0.0
0.06665067658082004,205.59041023254395,103,1001.5505935727286,0.0
0.09506510125552703,210.86372756958008,104,1001.3509455166802,0.0
0.06746960788361815,214.57087421417236,105,1001.400017130801,0.0
0.09040296134422311,217.85424852371216,106,1001.2263334844935,0.0
0.06929412393602791,221.16523432731628,107,1001.0847630886386,0.0
0.06665319444120177,225.55117797851562,108,1001.4212541330522,0.0
0.09200708589395958,229.55717086791992,109,1000.9315836333277,0.0
0.0652115086306061,232.6652331352234,110,1000.867616550631,0.0
0.06480088522640617,235.96512150764465,111,1000.1935103162862,0.0
0.06571158986838944,240.276939868927,112,1000.1632742353854,0.0
0.06723395701300937,244.50593304634094,113,1000.0680134746125,0.0
0.0608028248042885,248.14823985099792,114,999.8347655921234,0.0
0.11373162789924368,251.51378917694092,115,999.9334151433878,0.0
0.0822628866654916,255.69652318954468,116,999.7501051224508,0.0
0.09010818642863967,260.2177834510803,117,999.6228646132748,0.0
0.06186973501447591,263.75135946273804,118,999.7095767474632,0.0
0.06194579844316164,267.05228424072266,119,999.5015834171971,0.0
0.08591642160568878,271.213485956192,120,999.4290225653936,0.0
0.08297776633927599,275.8470594882965,121,999.2293684257588,0.0
0.06211282268694956,279.381539106369,122,999.5019335986558,0.0
0.12127742874186316,283.0321717262268,123,999.6975104035344,0.0
0.06729346887896563,287.016065120697,124,999.1400642196044,0.0
0.085295833064318,291.72560453414917,125,999.2585623066703,0.0
0.08673192783457194,295.5037772655487,126,998.8558657058936,0.0
0.07955340091438343,299.0373878479004,127,999.0604054626735,0.0
0.08601832929198032,304.73183703422546,128,998.8558721213802,0.0
0.08865283317990978,309.55485796928406,129,998.1834561612926,0.0
0.06310439208722099,313.4604527950287,130,997.7915638835872,0.0
0.07726460969088123,317.20195412635803,131,997.949612678635,0.05
0.09070203912934056,322.22617077827454,132,998.1873825311903,0.05
0.049852983482604,326.5267572402954,133,998.1610981478744,0.05
0.08542721062309298,330.20799231529236,134,998.1869079478618,0.05
0.09299350620351675,334.5031397342682,135,997.8814082457272,0.05
0.08786977231230512,339.5365676879883,136,997.7931347927619,0.1
0.09022824544147495,343.4685425758362,137,997.9871695256559,0.1
0.0669350137502954,347.16100549697876,138,997.7703711032128,0.1
0.08609933488181613,351.7737078666687,139,997.6819821889648,0.1
0.08387622244617121,356.4840085506439,140,997.4021460660634,0.1
0.062284440476532504,360.30242466926575,141,997.6093638609055,0.15000000000000002
0.06252948034009001,364.30963039398193,142,997.6281264004698,0.15000000000000002
0.06767964191607362,370.30900287628174,143,997.4350936687821,0.15000000000000002
0.08787306711998355,374.67064571380615,144,997.1455864284858,0.15000000000000002
0.06208350865229172,378.3210983276367,145,996.6850180516591,0.15000000000000002
0.08444260072051314,382.1293532848358,146,996.656084182834,0.10000000000000002
0.08895799681585582,387.3681812286377,147,996.9261734396069,0.10000000000000002
0.06458039680713365,391.2081310749054,148,996.9886251390003,0.10000000000000002
0.05941218960602184,394.96421098709106,149,996.6886993913981,0.10000000000000002
0.11522401389984892,399.2011880874634,150,996.889169786546,0.10000000000000002
0.06035707194547032,404.1694321632385,151,996.8838040393655,0.15000000000000002
0.057740784396795995,408.301961183548,152,997.0873715092258,0.15000000000000002
0.060171274034331784,412.3334708213806,153,996.7843093775172,0.15000000000000002
0.05987881053553598,417.6011710166931,154,996.2487489039752,0.15000000000000002
0.08956031482406757,422.6623296737671,155,995.6696483412409,0.15000000000000002
0.0637895094610549,426.56040716171265,156,995.4359160901836,0.10000000000000002
0.05847115743738463,430.57947063446045,157,995.281857601361,0.10000000000000002
0.05986211747165154,436.33397579193115,158,995.4723009070538,0.10000000000000002
0.09128693341495621,440.0862030982971,159,995.5179308491294,0.10000000000000002
0.06498299280739904,443.71572399139404,160,995.772785538197,0.10000000000000002
0.0825862778687557,448.7024893760681,161,996.0395668405079,0.05000000000000002
0.06243883232703804,453.96894121170044,162,996.1190921995076,0.05000000000000002
0.05991316744837738,457.8372552394867,163,996.1496699594333,0.05000000000000002
0.08400238708400776,461.91319966316223,164,996.307379091267,0.05000000000000002
0.05940309223604479,467.6946322917938,165,996.5178008723993,0.05000000000000002
0.05929064686827795,471.3873360157013,166,996.4704217672524,0.10000000000000002
0.0584536213458637,474.96716499328613,167,996.4313900323328,0.10000000000000002
0.06063331655915743,479.32563161849976,168,996.4551945536186,0.10000000000000002
0.08900970852221674,484.14855003356934,169,996.4256035696875,0.10000000000000002
0.09484383719402721,488.10340452194214,170,996.6081248010321,0.10000000000000002
0.0861806835458352,491.97053813934326,171,996.4122456843985,0.15000000000000002
0.062024510777116494,497.48326086997986,172,996.3434155921545,0.15000000000000002
0.08722551838843802,501.77063155174255,173,996.3956510791796,0.15000000000000002
0.05967753466967333,505.2926802635193,174,996.6624117051313,0.15000000000000002
0.061697084725454814,509.481582403183,175,996.6675015329023,0.15000000000000002
0.08697018950237839,515.893901348114,176,996.7584267701683,0.2
0.06128612689484599,519.5654227733612,177,996.8577275317247,0.2
0.05853427080937168,522.9889087677002,178,997.0181008807298,0.2
0.09108937325256379,527.2737867832184,179,996.9430221030175,0.2
0.06435302877891051,532.1351406574249,180,996.9854908853013,0.2
0.05986228594425453,535.8350393772125,181,997.1915332319894,0.15000000000000002
0.06263893363509396,539.3332073688507,182,997.0116591731597,0.15000000000000002
0.06124545501004423,544.1990132331848,183,996.9404543157996,0.15000000000000002
0.06020055511614588,549.3941571712494,184,996.8951672472282,0.15000000000000002
0.061619632709924654,553.221426486969,185,997.2696879204041,0.15000000000000002
0.05974681233909299,557.2102546691895,186,997.203123329755,0.10000000000000002
0.0638405014982155,563.7895905971527,187,997.1966535586452,0.10000000000000002
0.06292427061856,567.6180338859558,188,997.2843012241163,0.10000000000000002
0.08901260150065067,571.4230012893677,189,997.4485504173274,0.10000000000000002
0.06428327469393676,576.2432034015656,190,997.6360601293927,0.10000000000000002
0.08230670086070241,581.160416841507,191,997.400843961409,0.15000000000000002
0.05997453991793708,585.171954870224,192,997.4239175162262,0.15000000000000002
0.05827090322096351,589.0757648944855,193,997.281436658999,0.15000000000000002
