total timesteps,total_time,num_episodes,ep_rew_mean,value_loss,total_loss,entropy_loss,policy_gradient_loss
8192,2.844831705093384,1551,47.857667760000005,,,,
16384,10.908016443252563,3007,50.2347587,3.460610108077526,3.4387397197020975,-1.3912978266365825,-0.02187038837542931
24576,20.02711057662964,4312,57.32200862,2.8052437683567404,2.785778718629773,-1.3475873017683626,-0.019465049726967294
32768,28.56394386291504,5486,62.766330360000005,2.307341679558158,2.2857272055444104,-1.285089293308556,-0.02161447401374708
40960,36.98237180709839,6464,80.48286822,1.393709051515907,1.371100352234714,-1.2094666556455196,-0.022608699281192884
49152,45.21536445617676,7376,75.41622078,1.414759559649974,1.395540534766937,-1.1187481999397277,-0.019219024883037065
57344,53.49548149108887,8273,85.77307548,1.2078038251027465,1.186041873933541,-1.0001081977039576,-0.021761951169205627
65536,61.56768012046814,9178,75.22976908,0.9465906502213329,0.9222659407250919,-0.8994629693217575,-0.02432470949624089
73728,69.95388078689575,10050,81.92806518000002,0.6862098012119532,0.6579490690840256,-0.8180701153818518,-0.028260732127927523
81920,78.09180212020874,10903,87.15373302,0.5329924785764888,0.5053730693387237,-0.7397459100931882,-0.027619409237765125
90112,86.36155343055725,11703,89.6586274,0.5183542522485368,0.4908682420779624,-0.6689865088555962,-0.027486010170574345
98304,94.82091403007507,12467,95.36678532,0.5373341697501018,0.5075106579501856,-0.5929941571317613,-0.029823511799916224
106496,102.86007928848267,13194,99.17674296,0.47142586677800863,0.4421903702841557,-0.514772411249578,-0.029235496493852958
114688,111.13797616958618,13839,105.92615959999999,0.4507109631667845,0.42557751940714733,-0.45947453307453545,-0.025133443759637088
122880,118.98354768753052,14416,134.74315199999998,0.6022529058158398,0.5768852087625312,-0.3983266319381073,-0.025367697053308512
131072,127.06342649459839,14944,139.81543724000002,0.6918689225916751,0.668893790906328,-0.32963009988889097,-0.02297513168534724
139264,135.2616925239563,15423,145.29152746,0.7260581800946966,0.7019308927288807,-0.27403134731575846,-0.02412728736581593
147456,143.40384101867676,15824,183.73267242000006,0.7056189913651906,0.6856853401600798,-0.22469194643199444,-0.019933651205110797
155648,151.86400151252747,16135,268.4640343,0.8845035623759031,0.8644882340911458,-0.16132746059447528,-0.020015328284757328
163840,160.44910097122192,16407,273.389529,1.1770452350145206,1.166239225162998,-0.10243978286162018,-0.010806009851522351
172032,168.73731780052185,16637,312.08704966,1.1181354033760726,1.110821583243586,-0.03887928957119584,-0.007313820132486602
180224,177.04276704788208,16847,350.53578098,1.015006688446738,1.0077027565899062,0.025534469448029996,-0.0073039318568317415
188416,184.89702033996582,17038,390.9771333199999,0.7209294239059091,0.7130298448529497,0.07534844521433115,-0.007899579052959415
196608,193.36438584327698,17227,399.62263538,0.8105006074532867,0.8040909398771294,0.10479944553226232,-0.006409667576157274
204800,201.36496424674988,17409,417.09731854,0.6383407530025579,0.6309019662910245,0.13047019941732288,-0.0074387867115333324
212992,209.22148609161377,17584,415.10015899999996,0.693151312880218,0.6854126490882988,0.1701209803111851,-0.007738663791919112
221184,217.16284942626953,17742,487.99621748000004,0.541114200593438,0.5335030429565337,0.193885753583163,-0.007611157636904205
229376,225.23614382743835,17905,433.17651864,0.5681067936820909,0.5587960705798368,0.20851135719567537,-0.009310723102254172
237568,233.25728249549866,18059,494.43423552,0.5817024232819676,0.5731449680867426,0.23715326841920614,-0.008557455195225003
245760,241.2796688079834,18186,557.6405356600001,0.4540351731120609,0.4443094324516184,0.2697590650059283,-0.009725740660442449
253952,249.83368515968323,18301,621.09812856,0.5471197478589602,0.5387792080524217,0.3034141704440117,-0.00834053980653846
262144,259.05180263519287,18399,693.31137006,0.569559702067636,0.5591347591876976,0.32869579242542385,-0.010424942879938316
270336,267.3112144470215,18489,853.46957358,0.7482941097812728,0.741642636689382,0.35514957569539546,-0.00665147309189075
278528,275.4512314796448,18571,881.9403235999999,0.7595308584393934,0.7534149203338616,0.37905758218839763,-0.00611593810553176
286720,283.76266646385193,18628,1356.1192924200002,0.8544841255061328,0.8469149993150143,0.40647300039418044,-0.007569126191118591
294912,291.7540328502655,18665,1734.1074056400003,0.8747881339397281,0.8675305969825289,0.44836311708204446,-0.007257536957199271
303104,299.6614239215851,18687,2729.94270374,1.110719108954072,1.1053055517808668,0.5066667748149485,-0.0054135571732052135
311296,308.1412191390991,18696,3550.08756192,0.8960546885384246,0.8955158299431817,0.5622808678541332,-0.0005388585952429168
319488,316.3230242729187,18708,4654.828852739999,0.7877680931240321,0.7894374587167935,0.6096741512883455,0.0016693655927614054
327680,324.1694829463959,18721,5478.7907758599995,0.7180372372618876,0.7193740797613757,0.6407058368436992,0.0013368424994880585
335872,332.53036522865295,18732,6374.678543319999,0.8950719662476331,0.8973695833503708,0.6457562382332981,0.002297617102737748
344064,341.34521865844727,18740,7001.67229008,0.8777499502757564,0.8820380382183425,0.6666970910504461,0.004288087942585983
352256,349.10887932777405,18749,7283.2088661399985,0.646293423062889,0.6524349903968953,0.6856195691041649,0.0061415673340064255
360448,356.8447377681732,18759,7434.1071227,0.6979440870985855,0.7020488357845835,0.6823197410441935,0.004104748685998129
368640,365.07096886634827,18767,7838.985976579999,0.9514217332878616,0.9552919237427803,0.6818002005107701,0.0038701904549186517
376832,373.3610017299652,18777,8304.022084240001,0.7825991338380845,0.7866276394641648,0.6730601312592626,0.004028505626080335
385024,381.4019935131073,18787,8158.605112779999,1.0114168178348337,1.0206887953430603,0.6700846056453884,0.009271977508226757
393216,389.0471000671387,18799,7589.470762679998,0.8453486665821401,0.8502195952290863,0.6852360600605607,0.0048709286469461365
401408,396.6515679359436,18807,7725.1125330800005,1.1355293743254151,1.1366734477930558,0.7000983934849501,0.0011440734676406463
409600,404.7654809951782,18816,7904.643711020001,0.9043427489785245,0.9088103597645347,0.6879711926914751,0.004467610786010273
417792,412.24324083328247,18826,7649.2126621200005,1.0838415502745193,1.0879458649466667,0.687632620614022,0.00410431467214739
425984,420.25580644607544,18840,7312.859964360001,1.0384912209468893,1.041224636706195,0.7005395791493356,0.0027334157593056642
434176,428.18957114219666,18851,7452.969739819999,1.3930527163785882,1.398830745229266,0.7024285995401442,0.005778028850677841
442368,436.5242712497711,18867,6057.82017476,1.227775112434756,1.2310274414548017,0.7267202215269208,0.0032523290200456843
450560,444.81439542770386,18877,6076.52435382,1.5974756537703798,1.5999398159743372,0.7529505341313779,0.0024641622039575472
458752,452.7547969818115,18885,6536.8000677400005,1.1675748647656292,1.1737932109237366,0.761868822015822,0.0062183461581072075
466944,460.80150079727173,18894,6795.534704400001,0.9988635015994077,1.0055888528836285,0.779754594154656,0.006725351284220712
475136,468.5515384674072,18902,7150.600281299999,0.9927663512527942,1.0030461106523016,0.8064266499131918,0.010279759399507496
483328,476.1865062713623,18911,7784.48319992,0.9966631233808585,1.003295465041027,0.812399941496551,0.006632341660168709
491520,484.3974916934967,18925,7984.903167140001,1.1592235591815552,1.1654347352049979,0.8153044066391886,0.0062111760234425896
499712,492.4615008831024,18933,8217.77296558,1.6228828819817864,1.6277441603265423,0.8410737939178944,0.004861278344755885
507904,500.42331409454346,18943,8123.520836799999,1.0800966508337297,1.0853880228511859,0.8373796504922211,0.0052913720174562005
516096,508.0536377429962,18952,7980.543731320001,1.2542655913741327,1.2577940366404001,0.8438012165948748,0.003528445266267182
524288,516.5180413722992,18961,7794.334290139999,1.1514250962994992,1.156951414315659,0.8532191385515034,0.005526318016159574
532480,524.6327130794525,18970,7894.417600380002,1.0045797036465955,1.0110054414623852,0.8487855469807982,0.006425737815789671
540672,532.6001148223877,18978,8315.251482399999,1.1867083886696492,1.1924011291160241,0.8382700792513788,0.005692740446375019
548864,541.0334539413452,18987,8268.945467680001,1.1035738136837607,1.111269289551558,0.8374278805218637,0.00769547586779709
557056,549.2073802947998,18996,8383.00459142,1.1635529819192016,1.1681492680952006,0.8440386558882892,0.004596286175999079
565248,557.3899075984955,19005,8490.882042300002,1.2344546314052423,1.2415363824485417,0.8258900332264603,0.007081751043299517
573440,565.6996645927429,19013,8718.697451,1.188657780145877,1.1939356697594765,0.8045751952566207,0.00527788961359944
581632,573.3758635520935,19023,8470.3866272,1.1364694778661941,1.142485427059163,0.7835046727210283,0.0060159491929687465
589824,581.1260788440704,19033,8382.2977477,1.1888986465142808,1.196881484681914,0.786002950463444,0.007982838167633304
598016,589.109973192215,19041,8466.272681179998,1.3589324411092094,1.3630498937436097,0.7797146063297987,0.004117452634400586
606208,597.3441796302795,19051,8244.987482819999,1.2005379891896155,1.2076486508624622,0.7759696914814412,0.007110661672846618
614400,605.103221654892,19061,8245.064047560001,1.4018536162126112,1.4075180195411785,0.7634977727197111,0.0056644033285674035
622592,613.2687704563141,19069,8311.3269862,1.4699001523142214,1.4729798576855637,0.7539381681941449,0.0030797053713422346
630784,621.062671661377,19078,8447.77676966,1.1648111160000554,1.1692160216011465,0.7494307211600244,0.0044049056010910664
638976,628.7883410453796,19086,8447.6845555,1.2450407657568576,1.250217805608927,0.7496562500484287,0.0051770398520695005
647168,637.0083487033844,19096,8156.867818659999,1.2027985464039375,1.2065674518786231,0.7232785346917808,0.003768905474685557
655360,645.1168048381805,19105,8568.62080238,1.3611630416387925,1.36462310056863,0.709060015808791,0.0034600589298374603
663552,653.6503686904907,19115,8370.623010559999,1.2926176524022595,1.2965261292227916,0.7011299171485007,0.003908476820532178
671744,661.940337896347,19124,8197.48340092,1.4536969081964344,1.4585499264165764,0.7020914525724947,0.004853018220142042
679936,669.8603091239929,19134,8132.265562900001,1.2163356232806108,1.2170963325743778,0.7035784526728094,0.0007607092937669986
688128,678.0484802722931,19145,8045.232964520001,1.361199470970314,1.3653168837598912,0.7217214140109718,0.004117412789577242
696320,686.1733956336975,19153,8067.084646780001,1.5055997904797551,1.5085556955590484,0.7479954523965716,0.002955905079293533
704512,694.3450689315796,19161,8032.726186699999,1.1925780110643245,1.1964384084581487,0.7511581745930016,0.0038603973938241944
712704,702.089467048645,19172,8023.807631319999,1.1922526327602099,1.1960080601400123,0.7460576001554727,0.0037554273798022426
720896,710.1559371948242,19183,8067.220579779999,1.5100476650433847,1.5137224182278826,0.7398831605911255,0.0036747531844977636
729088,718.0725100040436,19191,8162.026887200001,1.533605789259309,1.538882617312836,0.7383618562482297,0.005276828053527161
737280,725.9095499515533,19200,8188.253923860001,1.248721438870416,1.2510393104957822,0.7506470019929111,0.0023178716253662475
745472,734.0360677242279,19208,8239.825944479999,1.391506455335184,1.3948317188258224,0.7543406403623522,0.0033252634906384302
753664,741.7673711776733,19217,8422.19060204,1.2742044660146348,1.2787470596070354,0.7468945843167603,0.00454259359240052
761856,749.9091658592224,19225,8776.61998308,1.3451060303166742,1.3492213126100194,0.7351991920731962,0.004115282293345328
770048,757.924774646759,19234,8978.73315224,1.2012133661628468,1.20529860731046,0.7121961615048349,0.004085241147613076
778240,766.0455882549286,19243,8858.59903068,1.3771682013146347,1.3820979881852433,0.6836984166875482,0.004929786870608572
786432,773.9580852985382,19253,8637.00659758,1.3937539361199014,1.397208883869584,0.6570843189954758,0.0034549477496822996
794624,782.2795662879944,19262,8459.01365984,1.5200080421112943,1.524177512266843,0.6265965178608894,0.004169470155548744
802816,790.1735246181488,19270,8428.00260666,1.3905435735912761,1.3936967279070753,0.6097177780233324,0.00315315431579937
811008,798.2999176979065,19278,8377.05132914,1.348781082232017,1.3513143761473778,0.6118135612457991,0.0025332939153606135
819200,806.1630530357361,19289,8343.561905740002,1.3163686539424817,1.3213797403561458,0.601691619399935,0.005011086413664126
827392,814.1272859573364,19301,8075.00797904,1.67151481564797,1.6735136456456772,0.6045240012928843,0.0019988299977070374
835584,822.0844764709473,19310,8052.340625739998,1.7583760051144055,1.7609278275833922,0.6072998042218387,0.002551822468986661
843776,829.8879182338715,19318,8052.892262640001,1.36265975934366,1.3639051996446299,0.6010496584698558,0.0012454403009699393
851968,837.6860008239746,19328,7834.46256956,1.3359718619321939,1.3393878872042364,0.564864959847182,0.003416025272042636
860160,845.7663743495941,19337,7822.2470478,1.4385019443026976,1.4416918807747916,0.5592696175444871,0.003189936472093784
868352,853.6208961009979,19345,8222.7879716,1.4270604042714694,1.4300203138894902,0.556755777169019,0.0029599096180207597
876544,861.7234592437744,19359,7838.138723140001,1.254814685782185,1.2577477536274297,0.5563120348379016,0.0029330678452448465
884736,869.6559076309204,19371,7266.25028456,2.0999397221952676,2.1009372506027244,0.5555022682063282,0.0009975284074566723
892928,877.5238246917725,19381,7248.017070500001,1.7872831075103022,1.7879650299718068,0.5676023050677032,0.0006819224615046466
901120,885.8260428905487,19389,7453.752882180001,1.5687561042053857,1.5685597023625615,0.5912859101779759,-0.00019640184282437785
909312,895.1506109237671,19398,7550.652742799999,1.4283998528175288,1.43229597779009,0.6043995073996484,0.003896124972561212
917504,902.9804060459137,19406,7889.39517946,1.4767824309848947,1.4794875881731087,0.6007572162896395,0.0027051571882139836
925696,910.6281967163086,19414,8253.731730380001,1.3309681886661564,1.334326293473064,0.6071754436939955,0.0033581048069074707
933888,918.6594440937042,19426,8155.711253439999,1.3883616126753622,1.3910305233545155,0.5872924457769841,0.0026689106791531617
942080,926.7746059894562,19435,8094.73204924,1.7441452627215768,1.7459955509490364,0.5766861557494849,0.0018502882274598243
950272,934.7234539985657,19448,7396.813731160001,1.4618086279107956,1.4644664372021883,0.5680866239126772,0.0026578092913925014
958464,942.7235007286072,19459,6913.10683298,1.9312795390724204,1.9332402122861836,0.5739347680937499,0.001960673213763259
966656,950.8270092010498,19472,6686.83850668,1.712533197333687,1.7138837411324679,0.5736391548998654,0.0013505437987810448
974848,958.9701554775238,19484,6587.990139500001,1.8315973788849078,1.832237599102428,0.5989864697214216,0.0006402202175203927
983040,967.1404931545258,19495,6771.3149425599995,2.0007042227429337,2.0032706835146787,0.6317937571555376,0.0025664607717448386
991232,975.1337652206421,19505,7046.129037759999,1.7803816286468646,1.783582789506255,0.6480230391025543,0.003201160859390329
999424,982.4899950027466,19514,7203.722251339999,1.7496701911295531,1.7524736441136703,0.6443295813165605,0.002803452984117137
1007616,990.3443350791931,19523,7377.991571679999,1.796640579844825,1.7988311880310461,0.643191770836711,0.0021906081862211792
