total timesteps,num_episodes,ep_rew_mean,total_time,entropy_loss,value_loss,policy_gradient_loss,total_loss
1024,20,-132.05735485,0.657562255859375,,,,
2048,40,-124.72356827499998,1.449643850326538,-1.406759101897478,0.5636078799143434,-0.005774443624286702,0.5578334362900567
3072,60,-119.42094396,2.2425038814544678,-1.3809482380747795,0.11097005743067712,-0.006489403579733832,0.10448065385094328
4096,80,-113.17991047999998,3.0300114154815674,-1.3514226470142603,0.06940423033665866,-0.0029314341585352692,0.06647279617812338
5120,100,-105.89597162,3.7970943450927734,-1.321815038099885,0.10118006751872599,-0.005645692618225974,0.09553437490050001
6144,120,-98.35218896,4.5322089195251465,-1.2781400717794895,0.07096290565095842,-0.0043740202407266966,0.06658888541023172
7168,140,-93.19985360000003,5.226902484893799,-1.2328529059886932,0.06558770791161805,-0.006324085269158294,0.05926362264245976
8192,160,-85.47565365999999,5.959438323974609,-1.1948889698833227,0.06619510968448594,-0.0033053034375762867,0.06288980624690965
9216,184,-78.23074700000001,6.733510255813599,-1.1568304877728224,0.04798427884816192,-0.005699402351557071,0.042284876496604853
10240,204,-72.06176766,7.4561848640441895,-1.1234946642071009,0.03979488165350631,-0.0033873657528029288,0.03640751590070338
11264,224,-68.80369022,8.183205842971802,-1.088821679353714,0.03194829329731874,-0.0031223510071339885,0.02882594229018475
12288,244,-66.2265997,8.988497972488403,-1.0468379128724337,0.04210291427443735,-0.0007517088350268983,0.041351205439410454
13312,264,-63.25030384000001,9.926641941070557,-1.007464556954801,0.03243974086944945,-0.0034760806148244174,0.028963660254625035
14336,284,-58.03151822000001,10.88063907623291,-0.9726745607331395,0.03855107841081917,-0.006520087462148246,0.03203099094867092
15360,304,-53.9358843,11.81421971321106,-0.936976077966392,0.03486018153489567,-0.003168411276376384,0.03169177025851929
16384,324,-50.77035906000001,12.768271207809448,-0.9089127965271473,0.03816371472203173,-0.001812085891493603,0.03635162883053812
17408,348,-49.927459660000004,13.680578231811523,-0.8760509910061955,0.035081345558864996,3.775501967859273e-05,0.03511910057854359
18432,368,-48.263784959999995,14.551846265792847,-0.8390981759876013,0.024066499870968983,-0.005544119127314784,0.0185223807436542
19456,388,-45.42525877999999,15.314704656600952,-0.8055577082559466,0.03289780073100701,-0.0018177722491589316,0.031080028481848078
20480,408,-42.8154094,16.202895402908325,-0.7688557421788573,0.019875119178323075,-0.0003711065157115224,0.019504012662611554
21504,428,-40.30318924,17.184512615203857,-0.7371378261595964,0.017185206874273717,-0.003492926342874449,0.01369228053139927
22528,448,-39.5936638,18.158650636672974,-0.7194398958235979,0.02103221253491938,-0.0016456750052058415,0.01938653752971354
23552,468,-37.882712719999994,19.024497032165527,-0.6955203879624605,0.02428773869178258,-0.002383015530788561,0.021904723160994018
24576,488,-35.55922089999999,19.72192692756653,-0.662363394163549,0.020702654248452745,-0.00029769449088262777,0.020404959757570118
25600,512,-34.50891564,20.397634744644165,-0.639052540063858,0.0315325960109476,0.0009608588895762543,0.032493454900523855
26624,532,-32.4152635,21.20081353187561,-0.609038420021534,0.029161542159272358,-0.0023084183210236213,0.026853123838248737
27648,552,-31.140561920000003,21.93899369239807,-0.578424290753901,0.01937915978487581,0.00015615849829202314,0.019535318283167832
28672,572,-30.073316700000007,22.66154432296753,-0.5522121833637357,0.02127725089667365,-0.003088072006955908,0.018189178889717744
29696,592,-29.396117780000004,23.36399245262146,-0.5328149516135454,0.02209086500806734,-0.0012139071180737018,0.020876957889993636
30720,612,-27.8077737,24.036267280578613,-0.5105007085949183,0.02685263502644375,0.005522910194450391,0.03237554522089414
31744,632,-27.44819204,24.749971389770508,-0.4900538446381688,0.028669739273027517,-0.00010757187010924902,0.028562167402918268
32768,652,-27.44565614,25.688016414642334,-0.47056679148226976,0.026967257872456685,-0.0021077410110274643,0.02485951686142922
33792,672,-26.86257252,26.579072952270508,-0.4513864852488041,0.030111699685221538,0.0017587680605142138,0.03187046774573575
34816,696,-25.959656979999995,27.556249856948853,-0.4374172119423747,0.031117210804950446,0.0008848022341666547,0.0320020130391171
35840,716,-24.49573756,28.426459074020386,-0.42263495828956366,0.026996514498023316,0.0028963747119225246,0.029892889209945837
36864,736,-23.86688552,29.39377999305725,-0.41083179600536823,0.017946314052096568,0.0046649638785108746,0.022611277930607444
37888,756,-23.740749100000002,30.30347228050232,-0.3978534350171685,0.018812268681358546,-0.0036036988754329638,0.015208569805925581
38912,776,-23.475726419999997,31.109633207321167,-0.3822058239020407,0.02415843888593372,0.0036628368043748285,0.02782127569030855
39936,796,-23.510208140000003,32.02324724197388,-0.37538865534588695,0.0138643923055497,-0.0006679911063737141,0.013196401199175985
40960,816,-23.194879559999993,32.766005516052246,-0.362536599393934,0.016579037008341402,0.0034341202825973276,0.020013157290938728
41984,836,-23.260886839999998,33.45834255218506,-0.33841409673914313,0.020629960752557963,0.00229281655213748,0.02292277730469544
43008,860,-22.907833319999998,34.21105718612671,-0.3154844529926777,0.02409329426882323,0.0057935091183808915,0.02988680338720412
44032,880,-22.758170299999996,34.98064565658569,-0.30385698191821575,0.02719246709602885,0.0015863483967388226,0.028778815492767673
45056,900,-22.740978400000003,35.65632510185242,-0.2898793974891305,0.019663482722535264,0.0034401897471284734,0.023103672469663737
46080,920,-22.10080248,36.41456389427185,-0.2659098971635103,0.01749920358270174,0.005996403370441314,0.023495606953143053
47104,940,-22.087212700000006,37.08719182014465,-0.2500631706789136,0.01807268930861028,0.0023088650649731894,0.02038155437358347
48128,960,-21.53534064,37.76963186264038,-0.23925974778831005,0.022716788109391928,0.00563959582630275,0.02835638393569468
49152,980,-20.3970944,38.53691577911377,-0.2256015120074153,0.017188565791002475,0.0014344582453791476,0.018623024036381622
50176,1000,-19.84883696,39.22490167617798,-0.20546207204461098,0.017062101323972456,0.00015475014167449282,0.01721685146564695
51200,1024,-19.33578088,39.95196080207825,-0.19021284021437168,0.024931787149398588,0.001692568217659479,0.026624355367058067
52224,1044,-20.13440024,40.68258881568909,-0.17561758402734995,0.01898371707648039,0.0021831012620633266,0.021166818338543718
53248,1064,-20.313424599999998,41.64256143569946,-0.1618105061352253,0.01477779994456796,-0.0014380080303041263,0.013339791914263833
54272,1084,-19.251633299999998,42.49521064758301,-0.1480560414493084,0.01448111841455102,0.002490115654319884,0.016971234068870904
55296,1104,-17.890870640000003,43.47357654571533,-0.1392681561410427,0.015914315095869824,0.008670747908449121,0.024585063004318945
56320,1124,-17.29068262,44.280887603759766,-0.12459689751267433,0.01734186835528817,0.007550168721204737,0.024892037076492908
57344,1144,-17.543042720000003,45.124473094940186,-0.11203363258391619,0.012430524249793962,0.0026740392869082762,0.01510456353670224
58368,1164,-17.837090040000003,46.00041913986206,-0.10113076027482748,0.017129417217802256,0.006682103759525574,0.023811520977327832
59392,1184,-17.515687819999997,47.0008225440979,-0.09038842935115099,0.008933628974773455,0.002181144310929549,0.011114773285703004
60416,1208,-17.090420939999998,48.088744163513184,-0.0751740736886859,0.009433116516447626,0.001821546197097793,0.01125466271354542
61440,1228,-16.65897642,48.89967584609985,-0.05962489824742079,0.020274327936931513,-0.00040402541027334413,0.019870302526658168
62464,1248,-17.030514319999998,49.58983874320984,-0.04412311967462301,0.017195781198097393,0.006548025639634328,0.02374380683773172
63488,1268,-16.50587042,50.32027792930603,-0.032826987095177174,0.017819099113694392,0.0027388328507086087,0.020557931964403003
64512,1288,-15.68774926,51.0665397644043,-0.01589335687458515,0.021836209431057796,0.0015929147307437925,0.02342912416180159
65536,1308,-15.215060099999999,51.770065784454346,0.005257015116512775,0.02239479759009555,-0.0011245671109924185,0.021270230479103133
66560,1328,-14.905285479999998,52.550808906555176,0.015846301801502705,0.020173315700958483,0.005123703914566733,0.025297019615525218
67584,1348,-15.386396,53.26905679702759,0.0214080773293972,0.025942561973351985,0.011103026670608727,0.037045588643960715
68608,1372,-15.5226823,54.0318021774292,0.033688186667859554,0.020654887397540733,0.002254613935707168,0.0229095013332479
69632,1392,-15.43264952,54.7287654876709,0.045301211066544056,0.02068284289271105,0.0009548973679284136,0.021637740260639464
70656,1412,-15.084484620000003,55.43127632141113,0.04277538973838091,0.037466433277586475,0.0015651756821920514,0.03903160895977853
71680,1432,-15.127634460000001,56.166300773620605,0.03728322219103575,0.025444698767387308,0.0002897058217395908,0.0257344045891269
72704,1452,-15.443104960000001,56.97370910644531,0.048344239592552185,0.024228486319771037,0.0023914729034420408,0.02661995922321308
73728,1472,-14.983934920000001,57.897191286087036,0.053874190896749496,0.02612103775027208,-0.0007162557519990501,0.025404781998273028
74752,1492,-14.255858779999999,58.9604651927948,0.058478414081037045,0.016717451362637803,0.0009925421012051871,0.017709993463842992
75776,1512,-13.375397920000001,60.004721879959106,0.07725052256137133,0.015810389697435312,0.0036886709851831926,0.019499060682618505
76800,1536,-12.975917939999999,60.85797357559204,0.09078051336109638,0.012183177670522127,-0.00112964367892623,0.011053533991595898
77824,1556,-12.824093520000002,61.79851150512695,0.10029855277389288,0.01281030433892738,0.001102380115840805,0.013912684454768186
78848,1576,-12.53691454,62.70981526374817,0.11745369900017977,0.008592266451159958,0.009498739974442696,0.018091006425602654
79872,1596,-12.416577819999997,63.53457188606262,0.13648516964167356,0.015225078175717499,0.0013704103624507117,0.016595488538168213
80896,1616,-12.33171152,64.37305808067322,0.15480054821819067,0.009528516930004116,0.003172260670661282,0.0127007776006654
81920,1636,-12.59770612,65.12360668182373,0.16761152725666761,0.011011474824044853,0.006432094555703771,0.017443569379748624
82944,1656,-12.874160920000001,65.8966076374054,0.1860759099945426,0.009952113992767408,0.006589378675494076,0.016541492668261486
83968,1676,-13.00258346,66.58947443962097,0.19906311109662056,0.009831558199948631,0.011212263639301247,0.02104382183924988
84992,1696,-12.747116779999999,67.31772136688232,0.19483161438256502,0.012875634994998109,0.004137269921189591,0.017012904916187697
86016,1720,-12.455945379999998,68.04477882385254,0.1909025302156806,0.012783440812199842,0.01236338369040341,0.02514682450260325
87040,1740,-12.717626480000002,68.80880832672119,0.1922083916142583,0.00957913156162249,0.004694000921592713,0.014273132483215203
88064,1760,-13.538142279999999,69.54179096221924,0.20587808266282082,0.012404034634528216,0.000756497048283777,0.013160531682811992
89088,1780,-13.40324176,70.26886534690857,0.21723702363669872,0.0074540139466989785,0.012118730542519886,0.019572744489218866
90112,1800,-12.7489961,70.98691844940186,0.22592214215546846,0.006353679378662491,0.0021639841581613936,0.008517663536823886
91136,1820,-12.77449256,71.78225064277649,0.22609985247254372,0.0056530911424488295,-0.0004245271498678202,0.00522856399258101
92160,1840,-12.572534839999998,72.63365411758423,0.22486460208892822,0.007633971850736998,0.0009334803486007703,0.008567452199337768
93184,1860,-12.887784719999999,73.61749315261841,0.22678483556956053,0.00913846505136462,0.002700603378288447,0.011839068429653068
94208,1884,-13.16744722,74.55215811729431,0.24083545431494713,0.009369703926495276,0.0003880751967189444,0.009757779123214221
95232,1904,-12.963948140000003,75.62261390686035,0.2592835584655404,0.008968139969510958,0.0003192080030691208,0.009287347972580077
96256,1924,-13.024713819999999,76.52280068397522,0.2662968933582306,0.01081290112779243,0.0031889842130970276,0.014001885340889458
97280,1944,-13.15094298,77.52162718772888,0.27660103514790535,0.009736363754200283,0.0013309871279824324,0.011067350882182716
98304,1964,-13.939460859999997,78.32814049720764,0.285116333514452,0.009176653918984812,0.006847047618815855,0.016023701537800666
99328,1984,-14.047741019999998,79.1877806186676,0.296657282859087,0.009203505484038033,0.0055843567085339454,0.014787862192571978
100352,2004,-13.845320139999998,80.08571815490723,0.31047581043094397,0.006342638684145641,-0.0018590974171977187,0.004483541266947923
101376,2024,-13.05700676,80.87998938560486,0.3169556139037013,0.009575359610607848,0.006129226391664499,0.015704586002272345
102400,2048,-13.293155059999998,81.55682826042175,0.326467246748507,0.015781373709614854,-0.0014559788030008166,0.014325394906614039
103424,2068,-13.565789460000001,82.26385426521301,0.33391408436000347,0.009914004716847558,0.0029143134219944094,0.012828318138841967
104448,2088,-14.2016848,83.0266182422638,0.3382297344505787,0.009342679324618075,0.004117166700279714,0.01345984602489779
105472,2108,-14.8029531,83.76956582069397,0.3444150872528553,0.006742269259120803,0.008790250513435353,0.015532519772556156
106496,2128,-14.875551099999997,84.49207162857056,0.36246947292238474,0.007359456627455074,0.006165944878724012,0.013525401506179086
107520,2148,-15.154479280000002,85.20462989807129,0.37770635867491364,0.008102585510641802,0.005148650019158537,0.013251235529800339
108544,2168,-14.415716240000002,85.89500951766968,0.37875875597819686,0.008483094694383908,0.00739461614371203,0.015877710838095936
109568,2188,-14.35629238,86.63544988632202,0.37828174978494644,0.011153012688737363,0.003487623536144492,0.014640636224881855
110592,2208,-13.65644042,87.38810396194458,0.38150004716590047,0.007428369859553641,0.0019474834353147255,0.009375853294868366
111616,2232,-13.56735122,88.13202667236328,0.38903088867664337,0.014883830823237076,0.0014273628966058553,0.01631119371984293
112640,2252,-13.570016840000001,88.84902501106262,0.4074374441988766,0.007668171405384783,0.001533184010554111,0.009201355415938892
113664,2272,-14.02596758,89.77994751930237,0.4227204923518002,0.009445180876355153,0.002691321105324408,0.012136501981679561
114688,2292,-14.17942834,90.8026430606842,0.43345842603594065,0.007558597695606295,0.006247137385037464,0.013805735080643759
115712,2312,-13.56918452,91.71209120750427,0.4389790487475693,0.00649553431867389,0.0018436120163108892,0.00833914633498478
116736,2332,-12.9683718,92.5454683303833,0.4421944720670581,0.005762556986155687,0.007926231988166796,0.01368878897432248
117760,2352,-12.643805440000001,93.41655445098877,0.44425757275894284,0.0060885310304001905,-0.0001821546405560803,0.00590637638984411
118784,2372,-13.232560200000002,94.28030943870544,0.4515020688995719,0.009057726747414563,0.0014708134694804216,0.010528540216894984
119808,2396,-12.922559299999998,95.21187829971313,0.4537026877515018,0.008800831565167755,0.0027336324344211776,0.011534463999588934
120832,2416,-12.89221316,96.17761182785034,0.4571929005905986,0.010379796251072548,0.003943382598751592,0.01432317884982414
121856,2436,-12.667991359999998,96.87011218070984,0.46469886507838964,0.011171550169819966,0.001900987818073476,0.013072537987893443
122880,2456,-12.470759399999999,97.60260963439941,0.4807146927341819,0.009491447370237438,0.005978822031883677,0.015470269402121114
123904,2476,-12.59366614,98.31528449058533,0.4850793997757137,0.011652676250378136,0.01236610580614874,0.024018782056526872
124928,2496,-12.3918742,99.08934235572815,0.47997004026547074,0.008963563755969517,0.01028997875383163,0.01925354250980115
125952,2516,-11.856682759999998,99.7660813331604,0.4837312395684421,0.005790839924884494,0.006028911973527042,0.011819751898411538
126976,2536,-11.179117859999998,100.48310828208923,0.496767271310091,0.009705220916657709,0.00891419009741029,0.018619411014068
128000,2560,-11.61966496,101.21580958366394,0.5022613382898271,0.007113684041542001,0.002435397907448439,0.00954908194899044
129024,2580,-11.50668566,101.95401930809021,0.512713429518044,0.008875949868524913,9.100950439642867e-05,0.00896695937292134
130048,2600,-11.07730622,102.66656851768494,0.5218959739431739,0.005943304091488244,0.005279813442470969,0.011223117533959213
131072,2620,-11.220453699999998,103.38187336921692,0.5290595116093755,0.005852172005688772,0.01016127881429009,0.01601345081997886
132096,2640,-11.253585759999998,104.11669611930847,0.5384708251804113,0.005380718888773117,0.005869356109017598,0.011250074997790713
133120,2660,-10.926206460000001,104.87613773345947,0.5501770107075572,0.00667659583632485,0.00718605678747505,0.0138626526237999
134144,2680,-10.18810596,105.83519506454468,0.557390377856791,0.006998577875492629,0.0060463085831688025,0.01304488645866143
135168,2700,-10.145780239999999,106.87569165229797,0.5578250577673316,0.0077327186954789795,0.000891112756046195,0.008623831451525173
136192,2720,-10.338504539999999,108.15170288085938,0.55829200707376,0.008079796381935012,0.0049070887965703336,0.012986885178505346
137216,2744,-10.98563764,109.14025449752808,0.5572567069903016,0.004246375330694718,0.011938259333829557,0.016184634664524276
138240,2764,-10.54079356,109.9477801322937,0.552593988366425,0.00684479252595338,0.003916518607370277,0.010761311133323659
139264,2784,-10.471383920000001,110.80765414237976,0.5580361224710941,0.005731597266276367,0.005478050701828583,0.01120964796810495
140288,2804,-11.05164984,111.6421685218811,0.5641154507175088,0.005815779113618191,0.007545510820700225,0.013361289934318416
141312,2824,-10.918321700000002,112.4647889137268,0.5688372245058417,0.0058584389262250625,0.002066512239589269,0.007924951165814332
142336,2844,-10.816482979999998,113.17044520378113,0.582388780079782,0.003622604788688477,0.009494503036676169,0.013117107825364648
143360,2864,-11.09904446,113.86741662025452,0.586540101096034,0.008534917040378787,0.002823731102475346,0.011358648142854132
144384,2884,-11.143631399999997,114.59997367858887,0.5903197126463056,0.005855198669451056,0.0033425315979159747,0.009197730267367032
145408,2908,-10.60736616,115.31088829040527,0.5977756967768073,0.010511503067391459,0.005621045728148274,0.01613254879553973
146432,2928,-10.265593599999999,116.02552103996277,0.6135873766615987,0.008053023171669338,0.009495155939464232,0.017548179111133568
147456,2948,-10.41709172,116.65770721435547,0.6387138022109866,0.006060958763555391,0.002966124476769591,0.009027083240324982
148480,2968,-10.0016583,117.41039109230042,0.6518282014876604,0.006381424584105844,0.001338209372826833,0.007719633956932676
149504,2988,-9.47767756,118.13299798965454,0.6605084398761392,0.0051620782251120545,0.003441564008203763,0.008603642233315818
149504,2988,-9.47767756,118.48623824119568,0.6609353860840201,0.006732662739523221,0.014029448826357727,0.020762111565880946
